,Time,Open,High,Low,Close,vwap,Volume,count,EMA200,Hammer,MorningStar,EveningStar,ShootingStar,MACD,MACDSignal,MACDHistory,Signal
33,1717972260,69675.1,69675.1,69675.0,69675.0,69675.0,0.00818992,13,,0,0,0,0,-10.973715188156348,-8.528531166488797,-2.4451840216675507,0
34,1717972320,69675.1,69675.1,69675.1,69675.1,69675.1,0.00042046,1,,0,0,0,0,-11.449107870197622,-9.112646507230561,-2.3364613629670608,0
35,1717972380,69675.0,69675.1,69675.0,69675.1,69675.0,0.03261804,2,,0,0,0,0,-11.691092360473704,-9.628335677879189,-2.0627566825945145,0
36,1717972440,69675.1,69675.1,69675.0,69675.0,69675.0,0.00292102,6,,0,0,0,0,-11.75542673477321,-10.053753889257994,-1.7016728455152155,0
37,1717972500,69675.1,69675.1,69675.0,69675.0,69675.0,0.02268366,2,,0,0,0,0,-11.671866182048689,-10.377376347816133,-1.2944898342325555,0
38,1717972560,69675.1,69675.1,69675.1,69675.1,69675.1,0.09987885,3,,0,0,0,0,-11.465408584539546,-10.594982795160815,-0.8704257893787304,0
39,1717972620,69675.1,69675.1,69675.1,69675.1,69675.1,0.17807324,6,,0,0,0,0,-11.172994129679864,-10.710585062064625,-0.4624090676152388,0
40,1717972680,69675.0,69675.1,69675.0,69675.1,69675.0,0.09114275,6,,0,0,0,0,-10.816566917128512,-10.731781433077403,-0.08478548405110864,0
41,1717972740,69675.1,69675.1,69675.0,69675.1,69675.0,0.11379063,11,,0,0,0,0,-10.414049107668689,-10.66823496799566,0.254185860326972,0
42,1717972800,69675.1,69675.1,69675.0,69675.1,69675.0,0.05119362,7,,0,0,0,0,-9.980007529229624,-10.530589480242453,0.5505819510128287,0
43,1717972860,69675.0,69675.1,69675.0,69675.1,69675.0,0.09495691,14,,0,0,0,0,-9.52621418396302,-10.329714420986566,0.8035002370235453,0
44,1717972920,69675.1,69675.1,69672.0,69672.0,69673.5,0.00740429,13,,0,0,0,0,-9.309410689136712,-10.125653674616595,0.8162429854798834,0
45,1717972980,69672.1,69672.1,69672.1,69672.1,69672.1,0.00314350,3,,0,0,0,0,-9.025483042889391,-9.905619548271154,0.8801365053817634,0
46,1717973040,69672.0,69672.1,69672.0,69672.1,69672.0,0.17942624,2,,0,0,0,0,-8.700178100189078,-9.664531258654739,0.964353158465661,0
47,1717973100,69672.0,69672.1,69672.0,69672.0,69672.0,0.00326605,8,,0,0,0,0,-8.354139434537501,-9.402452893831292,1.0483134592937908,0
48,1717973160,69669.8,69669.8,69669.0,69669.1,69669.1,0.01605055,10,,0,0,0,0,-8.219161682995036,-9.16579465166404,0.9466329686690038,0
49,1717973220,69669.0,69669.1,69669.0,69669.0,69669.0,0.10839724,6,,0,0,0,0,-8.02772143112088,-8.938180007555408,0.910458576434527,0
50,1717973280,69669.0,69669.1,69669.0,69669.0,69669.0,0.08943822,12,,0,0,0,0,-7.786248624877771,-8.70779373101988,0.9215451061421085,0
51,1717973340,69669.1,69669.1,69669.0,69669.0,69669.0,0.25551804,13,,0,0,0,0,-7.508328350755619,-8.467900654967028,0.9595723042114095,0
52,1717973400,69669.1,69669.1,69669.1,69669.1,69669.1,0.00017168,1,,0,0,0,0,-7.197042342813802,-8.213728992536383,1.0166866497225815,0
53,1717973460,69669.1,69669.1,69669.0,69669.0,69669.0,0.00450170,7,,0,0,0,0,-6.879116925294511,-7.946806579088009,1.0676896537934981,0
54,1717973520,69669.1,69669.1,69669.1,69669.1,69669.1,0.00178200,4,,0,0,0,0,-6.543658356851665,-7.66617693464074,1.1225185777890747,0
55,1717973580,69669.0,69669.0,69669.0,69669.0,69669.0,0.00780346,2,,0,0,0,0,-6.214240294895717,-7.375789606691735,1.1615493117960183,0
56,1717973640,69669.0,69669.0,69669.0,69669.0,69669.0,4.24784011,9,,0,0,0,0,-5.885331667494029,-7.077698018852194,1.1923663513581655,0
57,1717973700,69669.1,69669.1,69669.1,69669.1,69669.1,0.14423583,4,,0,0,0,0,-5.552593208209146,-6.772677056723585,1.220083848514439,0
58,1717973760,69669.0,69669.1,69669.0,69669.1,69669.0,0.00854027,5,,0,0,0,0,-5.228623267670628,-6.463866298912993,1.2352430312423657,0
59,1717973820,69669.0,69669.0,69620.4,69620.4,69654.2,0.50188034,32,,0,0,0,0,-8.800115499238018,-6.931116138977998,-1.8689993602600197,0
60,1717973880,69620.5,69620.5,69620.5,69620.5,69620.5,0.00991879,5,,0,0,0,0,-11.490029749038513,-7.842898860990101,-3.6471308880484115,0
61,1717973940,69620.5,69623.4,69613.2,69623.4,69619.6,0.30190335,14,,100,0,0,0,-13.235232882099808,-8.921365665212043,-4.313867216887765,0
62,1717974000,69623.4,69623.4,69623.4,69623.4,69623.4,0.02593947,8,,0,0,0,0,-14.451728409345378,-10.02743821403871,-4.424290195306668,0
63,1717974060,69623.3,69623.3,69623.3,69623.3,69623.3,0.03687733,3,,0,0,0,0,-15.248108341969782,-11.071572239624924,-4.176536102344858,0
64,1717974120,69623.3,69623.3,69602.1,69602.1,69604.2,0.09587678,14,,0,0,0,0,-17.389453208365012,-12.335148433372941,-5.054304774992071,0
65,1717974180,69602.2,69602.2,69602.1,69602.1,69602.1,0.08397155,4,,0,0,0,0,-18.86897464831418,-13.641913676361188,-5.227060971952991,0
66,1717974240,69605.1,69605.2,69605.1,69605.2,69605.1,0.01378343,7,,0,0,0,0,-19.565819370240206,-14.826694815136992,-4.7391245551032135,0
67,1717974300,69605.2,69606.4,69605.2,69606.4,69605.2,3.00796606,12,,0,0,0,0,-19.793081538475235,-15.81997215980464,-3.9731093786705944,0
68,1717974360,69606.5,69614.7,69606.5,69614.6,69612.7,0.07262721,10,,0,0,0,0,-19.091442706878297,-16.47426626921937,-2.6171764376589266,0
69,1717974420,69614.6,69614.6,69602.8,69603.7,69605.2,0.01924098,14,,0,0,0,0,-19.193675044443808,-17.018148024264256,-2.175527020179551,0
70,1717974480,69603.8,69603.8,69603.7,69603.8,69603.7,0.00200206,5,,100,0,0,0,-19.04706305768923,-17.42393103094925,-1.6231320267399774,0
71,1717974540,69611.5,69611.5,69611.5,69611.5,69611.5,0.00604730,5,,0,0,0,0,-18.10089055460412,-17.559322935680225,-0.5415676189238958,0
72,1717974600,69611.5,69637.3,69611.5,69637.3,69624.8,0.02624123,6,,0,0,0,0,-15.095189698273316,-17.06649628819884,1.9713065899255255,0
73,1717974660,69644.2,69644.2,69644.1,69644.2,69644.1,0.17036770,11,,0,0,0,0,-12.017843560723122,-16.056765742703696,4.038922181980574,0
74,1717974720,69644.1,69644.1,69602.2,69602.2,69612.5,0.06161705,21,,0,0,-100,0,-12.820289252820658,-15.409470444727088,2.5891811919064303,0
75,1717974780,69602.3,69602.3,69588.5,69592.3,69594.9,3.68651050,90,,0,0,0,0,-14.092629447462969,-15.146102245274264,1.0534727978112954,0
76,1717974840,69592.3,69592.3,69592.2,69592.2,69592.2,0.00214607,6,,0,0,0,0,-14.93685462049325,-15.104252720318062,0.1673980998248119,0
77,1717974900,69592.2,69592.3,69592.2,69592.3,69592.2,2.51851042,36,,0,0,0,0,-15.420086825906765,-15.167419541435802,-0.252667284470963,0
78,1717974960,69592.3,69592.3,69592.2,69592.2,69592.2,1.16251876,21,,0,0,0,0,-15.630937279434875,-15.260123089035616,-0.37081419039925834,0
79,1717975020,69592.2,69592.3,69592.2,69592.2,69592.2,0.00460855,5,,0,0,0,0,-15.618003164345282,-15.331699104097549,-0.28630406024773336,0
80,1717975080,69592.2,69592.2,69574.5,69582.7,69583.6,3.77070787,87,,0,0,0,0,-16.187721414185944,-15.502903566115227,-0.6848178480707166,0
81,1717975140,69582.7,69582.7,69582.6,69582.7,69582.6,0.02204634,13,,0,0,0,0,-16.449606408612453,-15.692244134614672,-0.7573622739977814,0
82,1717975200,69582.7,69596.8,69582.6,69596.8,69583.0,0.07237558,10,,0,0,0,0,-15.34254073293414,-15.622303454278565,0.2797627213444258,0
83,1717975260,69603.2,69603.2,69603.2,69603.2,69603.2,0.01581775,5,,0,0,0,0,-13.789796505734557,-15.255802064569764,1.4660055588352066,0
84,1717975320,69603.8,69621.4,69603.8,69621.4,69604.2,0.00851551,6,,0,0,0,0,-10.964258475825773,-14.397493346820966,3.433234870995193,0
85,1717975380,69631.1,69641.1,69631.1,69641.1,69640.3,0.00624508,8,,0,0,0,0,-7.054059068046627,-12.928806491066098,5.874747423019471,0
86,1717975440,69644.3,69644.3,69644.2,69644.3,69644.2,0.00585190,6,,0,0,0,0,-3.6548537306807702,-11.074015938989032,7.419162208308261,0
87,1717975500,69644.2,69644.3,69644.2,69644.3,69644.2,0.00183895,5,,0,0,0,0,-0.9500079110293882,-9.049214333397103,8.099206422367715,0
88,1717975560,69644.3,69644.3,69644.2,69644.2,69644.2,0.00226217,6,,0,0,0,0,1.172022379701957,-7.004966990777291,8.176989370479248,0
89,1717975620,69644.3,69644.3,69644.2,69644.3,69644.2,0.00269579,4,,100,0,0,0,2.829202551874914,-5.0381330822468495,7.867335634121764,0
90,1717975680,69644.3,69644.3,69644.3,69644.3,69644.3,0.01165380,4,,0,0,0,0,4.095321461107233,-3.211442173576033,7.306763634683266,0
91,1717975740,69644.3,69644.3,69644.2,69644.2,69644.2,0.01251780,7,,0,0,0,0,5.032647427477059,-1.5626242533654144,6.595271680842473,0
92,1717975800,69644.3,69644.3,69644.3,69644.3,69644.3,0.00273772,4,,0,0,0,0,5.717644723888952,-0.106570457914541,5.824215181803494,0
93,1717975860,69644.3,69644.3,69644.3,69644.3,69644.3,0.02083854,5,,0,0,0,0,6.189165172938374,1.152576668256042,5.0365885046823315,0
94,1717975920,69644.3,69682.8,69644.3,69682.8,69671.7,3.67352338,58,,0,0,0,0,9.559283300564857,2.8339179947178055,6.725365305847052,0
95,1717975980,69682.8,69682.8,69682.7,69682.7,69682.7,0.00439433,4,,0,0,0,0,12.082774331604014,4.683689262095047,7.399085069508967,0
96,1717976040,69682.8,69682.8,69677.6,69677.6,69678.0,0.16452790,6,,0,0,0,0,13.515335403426434,6.450018490361325,7.065316913065109,0
97,1717976100,69677.7,69677.7,69677.6,69677.7,69677.6,0.26693104,7,,100,0,0,0,14.491668603252037,8.058348512939467,6.43332009031257,0
98,1717976160,69677.7,69677.7,69677.6,69677.6,69677.6,0.01301633,7,,0,0,0,0,15.083477593390853,9.463374329029744,5.620103264361109,0
99,1717976220,69677.6,69677.7,69677.6,69677.7,69677.6,0.00091248,2,,0,0,0,0,15.383231331041316,10.647345729432057,4.735885601609258,0
100,1717976280,69677.7,69677.7,69677.6,69677.6,69677.6,0.00734019,5,,0,0,0,0,15.43479643795581,11.604835871136808,3.829960566819002,0
101,1717976340,69677.7,69677.7,69677.7,69677.7,69677.7,0.01821386,4,,0,0,0,0,15.307278542386484,12.345324405386744,2.96195413699974,0
102,1717976400,69677.7,69677.7,69677.6,69677.6,69677.6,0.02045171,3,,0,0,0,0,15.024952230553026,12.88124997042,2.1437022601330256,0
103,1717976460,69677.6,69677.7,69677.6,69677.6,69677.6,0.01485664,22,,0,0,0,0,14.63253187535156,13.231506351406313,1.401025523945247,0
104,1717976520,69677.6,69677.7,69677.6,69677.6,69677.6,0.00641827,11,,0,0,0,0,14.158327530094539,13.416870587143958,0.7414569429505811,0
105,1717976580,69677.7,69677.7,69677.6,69677.7,69677.6,0.00458778,4,,0,0,0,0,13.633428655259195,13.460182200767004,0.17324645449219034,0
106,1717976640,69677.6,69677.7,69677.6,69677.7,69677.6,0.03464526,4,,0,0,0,0,13.066816389735322,13.381509038560669,-0.3146926488253463,0
107,1717976700,69677.7,69677.7,69677.7,69677.7,0.0,0.00000000,0,,0,0,0,0,12.473979812581092,13.200003193364754,-0.726023380783662,0
108,1717976760,69677.7,69677.7,69624.2,69633.7,69640.2,6.30016301,49,,0,0,0,0,8.357381584763061,12.231478871644416,-3.874097286881355,0
109,1717976820,69633.9,69638.7,69633.9,69638.7,69635.0,1.78330930,9,,0,0,0,0,5.435746146045858,10.872332326524704,-5.436586180478846,0
110,1717976880,69638.8,69646.7,69638.8,69646.7,69646.5,0.03315795,4,,0,0,0,0,3.7229463448165916,9.442455130183081,-5.719508785366489,0
111,1717976940,69646.7,69646.7,69646.7,69646.7,69646.7,0.00114358,2,,0,0,0,0,2.33858243963914,8.021680592074294,-5.683098152435154,0
112,1717977000,69646.6,69646.7,69646.6,69646.7,69646.6,0.00898172,4,,0,0,0,0,1.2273163322824985,6.662807740115935,-5.435491407833436,0
113,1717977060,69646.6,69646.7,69646.6,69646.7,69646.6,0.00036227,2,,0,0,0,0,0.3426797372667352,5.398782139546094,-5.056102402279359,0
114,1717977120,69646.6,69650.1,69646.6,69650.0,69646.9,0.02435608,9,,0,0,0,0,-0.09106893105490599,4.3008119254258945,-4.3918808564808005,0
115,1717977180,69650.1,69650.1,69650.1,69650.1,69650.1,0.00470251,3,,0,0,0,0,-0.4218854782375274,3.35627244469321,-3.7781579229307374,0
116,1717977240,69650.0,69650.0,69642.7,69646.4,69645.0,0.51203490,16,,100,0,0,0,-0.9714211151876952,2.490733732717029,-3.462154847904724,0
117,1717977300,69649.8,69649.9,69649.8,69649.9,69649.8,0.00111192,3,,0,0,0,0,-1.1116963735839818,1.7702477114568267,-2.8819440850408085,0
118,1717977360,69649.9,69649.9,69649.8,69649.9,69649.8,0.04672957,7,,100,0,0,0,-1.2089297370257555,1.1744122217603103,-2.383341958786066,0
119,1717977420,69649.9,69649.9,69649.8,69649.8,69649.8,0.00531005,6,,0,0,0,0,-1.2793099535338115,0.683667786701486,-1.9629777402352975,0
120,1717977480,69649.9,69649.9,69649.9,69649.9,69649.9,0.00034981,1,,0,0,0,0,-1.3118949100171449,0.2845552473577598,-1.5964501573749046,0
121,1717977540,69649.9,69649.9,69649.8,69649.9,69649.8,0.07336493,8,,100,0,0,0,-1.3224740649748128,-0.03685061510875476,-1.285623449866058,0
122,1717977600,69649.9,69649.9,69649.8,69649.9,69649.8,0.02583231,14,,100,0,0,0,-1.3156916471925797,-0.2926188215255197,-1.02307282566706,0
123,1717977660,69649.8,69649.8,69640.0,69640.0,69644.0,0.02764399,15,,0,0,0,0,-2.085127739846939,-0.6511206051898036,-1.4340071346571355,0
124,1717977720,69640.0,69640.0,69640.0,69640.0,69640.0,0.00600984,3,,0,0,0,0,-2.664200145882205,-1.0537365133282839,-1.6104636325539212,0
125,1717977780,69640.1,69640.1,69640.0,69640.0,69640.0,0.02875135,7,,0,0,0,0,-3.0875280976761132,-1.4604948301978498,-1.6270332674782635,0
126,1717977840,69640.0,69640.1,69640.0,69640.0,69640.0,0.00497704,7,,0,0,0,0,-3.3840097909851465,-1.8451978223553092,-1.5388119686298374,0
127,1717977900,69640.0,69640.0,69619.1,69619.1,69621.8,0.00994995,8,,0,0,0,0,-5.244968271013931,-2.5251519120870336,-2.7198163589268978,0
128,1717977960,69619.1,69619.2,69619.1,69619.1,69619.1,0.03022004,6,,0,0,0,0,-6.643212455994217,-3.34876402086847,-3.2944484351257466,0
129,1717978020,69619.1,69619.2,69619.1,69619.1,69619.1,0.00223345,4,,0,0,0,0,-7.662996789455065,-4.211610574585789,-3.4513862148692755,0
130,1717978080,69619.1,69619.2,69612.4,69612.4,69618.9,0.02797963,15,,0,0,0,0,-8.909118454830605,-5.151112150634752,-3.7580063041958525,0
131,1717978140,69612.5,69612.5,69612.4,69612.4,69612.4,0.01069242,5,,0,0,0,0,-9.783896187480423,-6.077668958003886,-3.7062272294765366,0
132,1717978200,69612.2,69612.2,69588.7,69588.7,69601.3,0.06951124,17,,0,0,0,0,-12.248364255065098,-7.311808017416128,-4.93655623764897,0
133,1717978260,69588.7,69588.7,69588.7,69588.7,69588.7,0.00039027,2,,0,0,0,0,-14.039632806539885,-8.657372975240879,-5.382259831299006,0
134,1717978320,69588.7,69588.7,69563.7,69563.8,69578.3,0.01829389,11,,0,0,0,0,-17.269377309188712,-10.379773842030446,-6.889603467158267,0
135,1717978380,69563.7,69563.8,69563.7,69563.7,69563.7,0.00208388,4,,0,0,0,0,-19.61097910119861,-12.226014893864079,-7.38496420733453,0
136,1717978440,69563.7,69563.8,69563.7,69563.7,69563.7,0.03264063,6,,0,0,0,0,-21.222080458450364,-14.025228006781337,-7.196852451669027,0
137,1717978500,69563.8,69563.8,69563.7,69563.7,69563.7,0.03461232,36,,0,0,0,0,-22.242492285819026,-15.668680862588875,-6.5738114232301506,0
138,1717978560,69563.7,69563.8,69555.0,69555.0,69555.3,0.29294740,30,,0,0,0,0,-23.482501640202827,-17.231445018111664,-6.251056622091163,0
139,1717978620,69555.1,69555.1,69555.0,69555.0,69555.0,0.01342219,7,,0,0,0,0,-24.18641208433837,-18.622438431357004,-5.5639736529813675,0
140,1717978680,69555.0,69555.1,69555.0,69555.0,69555.0,0.01636267,4,,0,0,0,0,-24.462280243315035,-19.79040679374861,-4.6718734495664265,0
141,1717978740,69555.0,69555.1,69555.0,69555.0,69555.0,0.04747238,15,,0,0,0,0,-24.399643840879435,-20.712254203174773,-3.687389637704662,0
142,1717978800,69555.0,69555.0,69555.0,69555.0,69555.0,0.02866105,2,,0,0,0,0,-24.072511117134127,-21.384305585966644,-2.6882055311674833,0
143,1717978860,69555.0,69555.1,69555.0,69555.0,69555.0,0.03625110,4,,0,0,0,0,-23.541879939075443,-21.815820456588405,-1.726059482487038,0
144,1717978920,69555.0,69555.0,69555.0,69555.0,69555.0,0.03192641,3,,0,0,0,0,-22.85785972904705,-22.024228311080133,-0.8336314179669166,0
145,1717978980,69555.0,69555.0,69500.0,69500.2,69537.7,1.41935484,35,,0,0,0,0,-26.43296800061944,-22.905976248987994,-3.5269917516314457,0
146,1717979040,69500.1,69500.1,69500.0,69500.1,69500.0,0.51669659,31,,0,0,0,0,-28.940725558117265,-24.11292611081385,-4.827799447303416,0
147,1717979100,69500.1,69500.1,69500.0,69500.0,69500.0,0.00578224,2,,0,0,0,0,-30.583661244949326,-25.407073137640943,-5.176588107308383,0
148,1717979160,69500.1,69500.1,69500.0,69500.1,69500.0,0.00043010,3,,100,0,0,0,-31.514352609345224,-26.6285290319818,-4.885823577363425,0
149,1717979220,69500.1,69500.1,69500.0,69500.0,69500.0,0.04112857,4,,0,0,0,0,-31.89236604173493,-27.681296433932424,-4.211069607802507,0
150,1717979280,69500.0,69500.0,69500.0,69500.0,69500.0,0.00897993,1,,0,0,0,0,-31.825084644995513,-28.510054076145043,-3.315030568850471,0
151,1717979340,69500.0,69500.0,69499.9,69500.0,69499.9,0.08375465,23,,100,0,0,0,-31.409692272674874,-29.08998171545101,-2.319710557223864,0
152,1717979400,69500.0,69500.0,69499.9,69499.9,69499.9,0.21867687,13,,0,0,0,0,-30.73427440521482,-29.418840253403772,-1.315434151811047,0
153,1717979460,69500.0,69500.0,69484.4,69484.4,69499.4,0.77470697,15,,0,0,0,0,-31.09131995741336,-29.75333619420569,-1.3379837632076708,0
154,1717979520,69484.4,69484.5,69476.9,69477.0,69480.1,0.08426613,17,,0,0,0,0,-31.60705285493168,-30.12407952635089,-1.4829733285807905,0
155,1717979580,69476.9,69476.9,69476.9,69476.9,69476.9,0.26355955,7,,0,0,0,0,-31.658899964328157,-30.431043613946343,-1.2278563503818134,0
156,1717979640,69477.0,69477.0,69476.9,69477.0,69476.9,0.01456542,5,,100,0,0,0,-31.33075852622278,-30.61098659640163,-0.7197719298211496,0
157,1717979700,69477.0,69477.0,69476.9,69477.0,69476.9,0.01950525,6,,100,0,0,0,-30.71662197470141,-30.632113672061585,-0.08450830263982567,0
158,1717979760,69476.9,69477.0,69476.9,69477.0,69476.9,0.00078062,5,,0,0,0,0,-29.88541388476733,-30.482773714602736,0.5973598298354048,0
159,1717979820,69477.0,69477.0,69477.0,69477.0,69477.0,0.02942716,3,,0,0,0,0,-28.893607958059874,-30.164940563294163,1.2713326052342886,0
160,1717979880,69477.0,69477.0,69477.0,69477.0,69477.0,0.03066323,10,,0,0,0,0,-27.787280147022102,-29.689408480039752,1.9021283330176502,0
161,1717979940,69477.0,69480.0,69477.0,69480.0,69479.0,0.00288926,3,,0,0,0,0,-26.364518697955646,-29.024430523622932,2.6599118256672867,0
162,1717980000,69480.0,69480.0,69479.9,69479.9,69479.9,0.00793371,9,,0,0,0,0,-24.95734640939918,-28.21101370077818,3.253667291379003,0
163,1717980060,69479.9,69480.0,69479.9,69480.0,69479.9,0.15488839,9,,0,0,0,0,-23.562469586060615,-27.281304877834668,3.7188352917740524,0
164,1717980120,69480.0,69480.0,69479.9,69480.0,69479.9,0.01583769,7,,100,0,0,0,-22.20109920212417,-26.265263742692568,4.064164540568399,0
165,1717980180,69479.9,69480.0,69479.9,69479.9,69479.9,0.00182225,4,,0,0,0,0,-20.88947170243773,-25.1901053346416,4.300633632203869,0
166,1717980240,69480.0,69480.0,69479.9,69479.9,69479.9,0.00247263,4,,0,0,0,0,-19.623786661904887,-24.07684160009426,4.453054938189371,0
167,1717980300,69480.0,69480.0,69480.0,69480.0,69480.0,0.03265404,7,,0,0,0,0,-18.400542978735757,-22.941581875822557,4.5410388970868,0
168,1717980360,69480.0,69480.0,69479.9,69479.9,69479.9,0.05561555,10,,0,0,0,0,-17.24044558618334,-21.801354617894713,4.560909031711372,0
169,1717980420,69480.0,69480.0,69479.9,69480.0,69479.9,0.00847426,5,,0,0,0,0,-16.127087850283715,-20.666501264372513,4.5394134140887985,0
170,1717980480,69479.9,69480.0,69479.9,69480.0,69479.9,0.00191649,3,,0,0,0,0,-15.071014548942912,-19.547403921286595,4.476389372343682,0
171,1717980540,69480.0,69480.0,69479.9,69479.9,69479.9,0.04086318,15,,0,0,0,0,-14.079834446194582,-18.45389002626819,4.374055580073609,0
172,1717980600,69480.0,69480.0,69479.9,69480.0,69479.9,0.03229692,6,,0,0,0,0,-13.134837676843745,-17.390079556383302,4.2552418795395575,0
173,1717980660,69479.9,69479.9,69453.5,69453.6,69474.8,0.55680085,20,,0,0,0,0,-14.350753738719504,-16.78221439285054,2.431460654131037,0
174,1717980720,69453.6,69453.6,69453.5,69453.6,69453.5,1.14467810,5,,0,0,0,0,-15.139853174812743,-16.45374214924298,1.3138889744302382,0
175,1717980780,69453.5,69467.5,69453.5,69467.5,69464.9,0.17659085,9,,0,0,0,0,-14.476727625587955,-16.058339244511977,1.581611618924022,0
176,1717980840,69467.5,69476.0,69467.5,69475.9,69471.9,0.07553754,15,,0,0,0,0,-13.122122393280733,-15.471095874265728,2.348973480984995,0
177,1717980900,69477.0,69477.1,69477.0,69477.1,69477.0,0.25161748,3,,0,0,0,0,-11.815555645531276,-14.739987828518839,2.9244321829875624,0
178,1717980960,69477.1,69484.5,69477.0,69484.5,69477.8,0.00559175,9,,0,0,0,0,-10.066928642074345,-13.80537599122994,3.738447349155596,0
179,1717981020,69484.4,69507.9,69484.4,69507.8,69497.6,0.49461269,22,,0,0,0,0,-6.723509438321344,-12.389002680648222,5.665493242326878,0
180,1717981080,69507.9,69507.9,69507.8,69507.9,69507.8,0.00729204,5,,0,0,0,0,-4.019423060017289,-10.715086756522036,6.695663696504747,0
181,1717981140,69511.6,69526.9,69511.6,69526.9,69516.9,0.01868591,8,,0,0,0,0,-0.3393619595299242,-8.639941797123614,8.30057983759369,0
182,1717981200,69532.5,69532.6,69532.5,69532.5,69532.5,0.03162770,8,,0,0,0,-100,2.9944678138999734,-6.3130598749188955,9.307527688818869,0
183,1717981260,69532.5,69532.6,69532.5,69532.5,69532.5,0.02349821,4,,0,0,0,0,5.572317718280829,-3.9359843562789507,9.50830207455978,0
184,1717981320,69532.6,69532.6,69532.5,69532.6,69532.5,0.01861544,7,,100,0,0,0,7.536475703556789,-1.6414923443118026,9.177968047868593,0
185,1717981380,69532.6,69559.7,69532.5,69559.6,69556.0,0.06730304,16,,0,0,0,0,11.143306310783373,0.9154673867072329,10.22783892407614,0
186,1717981440,69559.6,69559.8,69559.6,69559.7,69559.6,0.12960763,6,,0,0,0,0,13.850158708912204,3.5024056511482273,10.347753057763978,0
187,1717981500,69559.8,69559.8,69559.7,69559.8,69559.7,0.07466909,7,,100,0,0,0,15.821052653787774,5.966135051676137,9.854917602111637,0
